prim_path,x,y,z
/root/skeleton/robot_rest_999/Mesh,0.0,-1.7115229145446311,-0.44705722919577084
/root/skeleton/robot_rest_999_001/robot_rest_999_079,-0.036331374576548114,-2.5245203307656725,0.2775361677667543
/root/skeleton/robot_rest_999_002/robot_rest_999_080,-0.07211668998934329,-1.7824927762637934,0.7508341410605928
/root/skeleton/robot_rest_999_003/robot_rest_999_081,-0.08456875111733098,-0.2284842510968511,0.9592637115455525
/root/skeleton/robot_rest_999_004/robot_rest_999_082,-0.07375518762273714,0.9060834066973197,-0.2609035583567601
/root/skeleton/robot_rest_999_005/robot_rest_999_083,0.4258146887877956,0.11839367387657025,0.5813692592108827
/root/skeleton/robot_rest_999_006/robot_rest_999_084,0.5329085688572377,-0.30229794495567364,1.4748533319479304
/root/skeleton/robot_rest_999_007/robot_rest_999_085,0.5585948762018234,-0.5550804373183051,2.4041067768224336
/root/skeleton/robot_rest_999_008/robot_rest_999_086,0.5926513753365725,-0.44137489234819793,2.9338751099010985
/root/skeleton/robot_rest_999_009/robot_rest_999_087,-0.5726761242840439,0.13757717286939128,0.5840737701351086
/root/skeleton/robot_rest_999_010/robot_rest_999_088,-0.6835226842667907,-0.28440668638450284,1.4718852791341892
/root/skeleton/robot_rest_999_011/robot_rest_999_089,-0.6811876897700131,-0.5595068903185452,2.396891145038603
/root/skeleton/robot_rest_999_012/robot_rest_999_090,-0.6872281257528812,-0.4607541347501622,2.9335913100490467
/root/skeleton/robot_rest_999_013/robot_rest_999_091,-0.011337437899783254,-2.4095372922965224,-0.2292218246816773
/root/skeleton/robot_rest_999_014/robot_rest_999_092,-0.05665200042130891,-3.8802349335661286,0.245603734128371
/root/skeleton/robot_rest_999_015/robot_rest_999_093,-0.08258474910576297,-4.842055267578091,0.3841031647246942
/root/skeleton/robot_rest_999_016/robot_rest_999_094,-0.10600437617540592,-5.858049022331555,0.295988406223755
/root/skeleton/robot_rest_999_017/robot_rest_999_095,-0.12070375014445744,-6.607169300733791,0.11502968286738917
/root/skeleton/robot_rest_999_018/robot_rest_999_096,0.27337993556102447,-2.108909525229967,0.24669203415853933
/root/skeleton/robot_rest_999_019/robot_rest_999_097,0.5362124997191131,-2.931406581555489,1.7468845875702863
/root/skeleton/robot_rest_999_020/robot_rest_999_098,0.5813690077047795,-3.190069429900895,2.2265648878107567
/root/skeleton/robot_rest_999_021/robot_rest_999_099,0.642700371099636,-3.2234606857923467,2.842092620318838
/root/skeleton/robot_rest_999_022/robot_rest_999_100,-0.30410949721044744,-2.1325939173645034,0.22858334829781946
/root/skeleton/robot_rest_999_023/robot_rest_999_101,-0.6299443019088358,-3.000442326593461,1.6895207539244153
/root/skeleton/robot_rest_999_024/robot_rest_999_102,-0.6881863693706691,-3.2667813908664773,2.162847116518954
/root/skeleton/robot_rest_999_025/robot_rest_999_103,-0.7711263839155436,-3.310314749142317,2.7749715621582443
